donor_id,tanggal_terakhir_donasi,tanggal_pertama_donasi,frekuensi,total_nominal,recency_hari,skor_R,skor_F,skor_M,skor_gabungan_ahp,segmentasi
G14852,2021-02-21 13:45:00,2021-02-21 13:45:00,1,20000,1409,2,1,1,1.4,Hilang
G14853,2021-02-22 04:28:00,2021-02-22 04:28:00,1,10000,1408,2,1,1,1.4,Hilang
G14858,2021-03-10 08:48:00,2021-02-23 07:40:00,2,300000,1392,2,4,5,3.45,Tidur
G14859,2021-02-23 14:12:00,2021-02-23 14:12:00,1,100000,1407,2,1,3,1.9,Tidur
G14860,2021-02-23 16:54:00,2021-02-23 16:54:00,1,200000,1407,2,1,4,2.15,Tidur
G14864,2021-02-24 08:15:00,2021-02-24 08:15:00,1,5000,1406,2,1,1,1.4,Hilang
G14865,2024-10-10 09:49:00,2021-02-24 09:13:00,27,2640000,82,5,5,5,5.0,Kategori Lain
G14866,2021-03-05 11:47:00,2021-02-24 11:59:00,2,26000,1397,2,4,2,2.7,Kategori Lain
G14870,2021-02-25 05:48:00,2021-02-25 05:48:00,1,10000,1405,2,1,1,1.4,Hilang
G14877,2021-02-25 18:52:00,2021-02-25 18:52:00,1,85000,1405,2,1,3,1.9,Hilang
G14879,2021-02-25 21:25:00,2021-02-25 21:25:00,1,100000,1405,2,1,3,1.9,Tidur
G14883,2021-02-26 08:38:00,2021-02-26 08:38:00,1,50000,1404,2,1,2,1.65,Hilang
G14885,2021-02-26 09:38:00,2021-02-26 09:38:00,1,200000,1404,2,1,4,2.15,Tidur
G14886,2021-02-26 10:04:00,2021-02-26 10:04:00,1,100000,1404,2,1,3,1.9,Tidur
G14888,2021-02-26 11:11:00,2021-02-26 11:11:00,1,100000,1404,2,1,3,1.9,Tidur
G14889,2021-02-26 10:54:00,2021-02-26 10:54:00,1,50000,1404,2,1,2,1.65,Hilang
G14890,2021-02-26 11:16:00,2021-02-26 11:16:00,1,100000,1404,2,1,3,1.9,Tidur
G14896,2023-02-17 12:27:00,2023-02-17 12:27:00,1,225000,683,3,1,4,2.55,Tidur
G14898,2021-02-26 18:04:00,2021-02-26 18:04:00,1,100000,1404,2,1,3,1.9,Tidur
G14899,2021-02-26 19:50:00,2021-02-26 19:50:00,1,200000,1404,2,1,4,2.15,Tidur
G14900,2021-08-02 06:53:00,2021-02-26 20:09:00,13,630000,1247,2,5,5,3.8,Tidur
G14906,2021-02-27 17:39:00,2021-02-27 17:39:00,1,100000,1403,2,1,3,1.9,Tidur
G14907,2021-02-27 20:06:00,2021-02-27 20:06:00,1,175000,1403,2,1,4,2.15,Tidur
G14908,2023-03-19 08:49:00,2021-05-12 20:25:00,2,660285,653,4,4,5,4.25,Tidur
G14914,2021-02-28 20:52:00,2021-02-28 20:52:00,1,100000,1402,2,1,3,1.9,Tidur
G14915,2021-02-28 23:09:00,2021-02-28 23:09:00,1,400000,1402,2,1,5,2.4,Tidur
G14921,2021-03-01 21:11:00,2021-03-01 21:11:00,1,200000,1401,2,1,4,2.15,Tidur
G14922,2024-12-03 20:31:00,2021-03-02 05:55:00,23,7050000,28,5,5,5,5.0,Mulai Aktif
G14923,2021-04-10 14:54:00,2021-03-01 22:11:00,9,557000,1361,2,5,5,3.8,Tidur
G14929,2021-11-26 04:52:00,2021-11-26 04:52:00,1,50000,1131,2,1,2,1.65,Hilang
G14930,2021-03-02 11:08:00,2021-03-02 11:08:00,1,200000,1400,2,1,4,2.15,Tidur
G14931,2023-09-29 13:21:00,2021-03-02 11:33:00,9,330000,459,4,5,5,4.6,Tidur
G14932,2021-03-02 13:19:00,2021-03-02 13:19:00,1,100000,1400,2,1,3,1.9,Tidur
G14933,2021-03-02 13:19:00,2021-03-02 13:19:00,1,200000,1400,2,1,4,2.15,Tidur
G14935,2021-03-02 15:14:00,2021-03-02 15:14:00,1,330000,1400,2,1,5,2.4,Tidur
G14937,2021-03-02 18:12:00,2021-03-02 18:12:00,1,100000,1400,2,1,3,1.9,Tidur
G14939,2024-03-20 08:38:00,2021-09-19 11:02:00,5,606000,286,5,5,5,5.0,Tidur
G14940,2021-03-03 08:33:00,2021-03-03 08:33:00,1,150000,1399,2,1,4,2.15,Tidur
G14941,2023-02-10 08:55:00,2021-03-03 09:15:00,11,1180000,690,3,5,5,4.2,Tidur
G14942,2022-01-20 14:03:00,2021-03-03 09:38:00,3,450000,1076,2,5,5,3.8,Tidur
G14944,2023-09-01 23:32:00,2023-09-01 22:56:00,3,300000,487,4,5,5,4.6,Tidur
G14945,2021-03-03 19:26:00,2021-03-03 19:26:00,1,200000,1399,2,1,4,2.15,Tidur
G14946,2021-03-04 08:04:00,2021-03-04 08:04:00,1,200000,1398,2,1,4,2.15,Tidur
G14949,2023-12-15 08:11:00,2021-03-04 11:38:00,13,1177000,382,5,5,5,5.0,Tidur
G14950,2022-10-17 23:23:00,2021-03-04 16:07:00,3,500000,806,3,5,5,4.2,Tidur
G14951,2024-08-02 17:45:00,2021-03-04 19:27:00,5,185000,151,5,5,4,4.75,Tidur
G14954,2023-07-21 07:07:00,2021-03-05 05:20:00,13,375000,529,4,5,5,4.6,Tidur
G14955,2021-05-14 05:04:00,2021-03-05 06:06:00,10,120000,1327,2,5,4,3.55,Tidur
G14956,2021-03-05 07:33:00,2021-03-05 07:33:00,1,100000,1397,2,1,3,1.9,Tidur
G14958,2022-01-26 12:24:00,2021-11-10 09:45:00,2,600000,1070,2,4,5,3.45,Tidur
G14962,2024-12-18 05:35:00,2021-03-05 13:06:00,18,1215000,13,5,5,5,5.0,Mulai Aktif
G14963,2021-03-05 13:21:00,2021-03-05 13:21:00,1,100000,1397,2,1,3,1.9,Tidur
G14964,2023-02-09 14:52:00,2021-03-05 14:15:00,2,200000,691,3,4,4,3.6,Tidur
G14965,2021-03-05 16:09:00,2021-03-05 16:09:00,1,100000,1397,2,1,3,1.9,Tidur
G14968,2021-03-05 18:50:00,2021-03-05 18:50:00,1,200000,1397,2,1,4,2.15,Tidur
G14971,2021-07-16 11:57:00,2021-03-06 05:47:00,5,280000,1264,2,5,5,3.8,Tidur
G14972,2022-10-27 17:19:00,2021-03-06 06:21:00,4,550000,796,3,5,5,4.2,Tidur
G14974,2021-03-06 06:55:00,2021-03-06 06:55:00,1,350000,1396,2,1,5,2.4,Tidur
G14975,2021-03-06 19:12:00,2021-03-06 19:12:00,1,25000,1396,2,1,2,1.65,Hilang
G14978,2022-11-26 15:58:00,2022-11-07 18:56:00,2,400000,766,3,4,5,3.85,Tidur
G14979,2021-03-07 09:43:00,2021-03-07 09:43:00,1,50000,1395,2,1,2,1.65,Hilang
G14981,2021-03-07 13:34:00,2021-03-07 13:34:00,1,200000,1395,2,1,4,2.15,Tidur
G14982,2021-03-07 21:02:00,2021-03-07 21:02:00,1,200000,1395,2,1,4,2.15,Tidur
G14984,2021-03-08 05:56:00,2021-03-08 05:56:00,1,20000,1394,2,1,1,1.4,Hilang
G14990,2021-07-14 08:59:00,2021-07-14 08:59:00,1,20000,1266,2,1,1,1.4,Hilang
G14991,2021-03-08 16:57:00,2021-03-08 16:57:00,1,20000,1394,2,1,1,1.4,Hilang
G14996,2021-04-28 09:22:00,2021-03-09 09:37:00,2,400000,1343,2,4,5,3.45,Tidur
G14997,2021-03-09 11:31:00,2021-03-09 11:31:00,1,200000,1393,2,1,4,2.15,Tidur
G14998,2021-03-09 16:20:00,2021-03-09 16:20:00,1,50970,1393,2,1,3,1.9,Hilang
G15000,2021-03-10 08:10:00,2021-03-10 08:10:00,1,185000,1392,2,1,4,2.15,Tidur
G15003,2021-03-10 12:28:00,2021-03-10 12:28:00,1,185000,1392,2,1,4,2.15,Tidur
G15005,2023-09-30 04:59:00,2023-08-20 07:16:00,4,80000,458,4,5,3,4.1,Kategori Lain
G15008,2023-10-06 07:33:00,2022-09-01 04:41:00,8,340000,452,4,5,5,4.6,Tidur
G15009,2021-03-11 09:34:00,2021-03-11 09:34:00,1,250000,1391,2,1,4,2.15,Tidur
G15010,2021-03-11 12:01:00,2021-03-11 12:01:00,1,150625,1391,2,1,4,2.15,Tidur
G15013,2023-11-03 14:09:00,2021-03-12 10:14:00,8,1070500,424,4,5,5,4.6,Tidur
G15015,2021-03-12 11:29:00,2021-03-12 11:29:00,1,50000,1390,2,1,2,1.65,Hilang
G15016,2022-01-20 06:48:00,2021-03-12 14:32:00,6,1450000,1076,2,5,5,3.8,Tidur
G15017,2021-07-30 08:40:00,2021-05-28 15:07:00,2,65000,1250,2,4,3,2.95,Kategori Lain
G15018,2021-03-13 16:52:00,2021-03-13 16:52:00,1,100000,1389,2,1,3,1.9,Tidur
G15022,2021-03-14 12:44:00,2021-03-14 12:44:00,1,150000,1388,2,1,4,2.15,Tidur
G15024,2021-11-04 07:57:00,2021-03-14 17:51:00,3,170000,1153,2,5,4,3.55,Tidur
G15025,2021-03-14 18:35:00,2021-03-14 18:35:00,1,200000,1388,2,1,4,2.15,Tidur
G15026,2023-03-11 06:04:00,2021-03-14 22:43:00,28,585000,661,4,5,5,4.6,Tidur
G15027,2021-06-18 05:22:00,2021-03-15 05:31:00,3,710000,1292,2,5,5,3.8,Tidur
G15028,2021-03-15 05:41:00,2021-03-15 05:41:00,1,150000,1387,2,1,4,2.15,Tidur
G15030,2021-03-15 14:22:00,2021-03-15 14:22:00,1,150000,1387,2,1,4,2.15,Tidur
G15032,2022-01-27 06:48:00,2021-03-15 20:36:00,2,150000,1069,2,4,4,3.2,Tidur
G15035,2021-03-16 20:06:00,2021-03-16 20:06:00,1,100000,1386,2,1,3,1.9,Tidur
G15037,2022-07-03 20:12:00,2022-07-03 20:12:00,1,150000,912,3,1,4,2.55,Tidur
G15039,2021-03-18 07:07:00,2021-03-18 07:07:00,1,90000,1384,2,1,3,1.9,Hilang
G15040,2021-03-18 09:36:00,2021-03-18 09:36:00,1,200000,1384,2,1,4,2.15,Tidur
G15041,2021-03-18 10:11:00,2021-03-18 10:11:00,1,300000,1384,2,1,5,2.4,Tidur
G15042,2022-07-22 08:28:00,2021-03-18 11:00:00,2,350000,893,3,4,5,3.85,Tidur
G15043,2021-04-07 04:59:00,2021-03-18 13:39:00,2,63000,1364,2,4,3,2.95,Kategori Lain
G15045,2024-09-20 17:33:00,2021-03-18 18:17:00,7,385000,102,5,5,5,5.0,Tidur
G15046,2024-04-05 10:59:00,2021-03-18 23:50:00,5,750000,270,5,5,5,5.0,Tidur
G15047,2024-10-31 23:13:00,2021-03-19 04:45:00,32,3630000,61,5,5,5,5.0,Kategori Lain
G15049,2021-03-19 09:26:00,2021-03-19 09:26:00,1,50000,1383,2,1,2,1.65,Hilang
G15050,2024-12-30 10:20:00,2021-03-19 10:26:00,94,2700000,1,5,5,5,5.0,Mulai Aktif
G15052,2021-03-19 14:01:00,2021-03-19 14:01:00,1,100000,1383,2,1,3,1.9,Tidur
G15053,2021-03-19 14:32:00,2021-03-19 14:32:00,1,150000,1383,2,1,4,2.15,Tidur
G15054,2021-03-19 14:42:00,2021-03-19 14:42:00,1,200000,1383,2,1,4,2.15,Tidur
G15057,2024-06-15 18:38:00,2021-05-07 10:25:00,14,1500000,199,5,5,5,5.0,Tidur
G15058,2021-03-20 22:57:00,2021-03-20 22:57:00,1,200000,1382,2,1,4,2.15,Tidur
G15061,2021-03-21 18:05:00,2021-03-21 18:05:00,1,100943,1381,2,1,4,2.15,Tidur
G15062,2021-03-21 22:28:00,2021-03-21 22:28:00,1,300000,1381,2,1,5,2.4,Tidur
G15064,2021-03-22 11:24:00,2021-03-22 11:24:00,1,2000,1380,2,1,1,1.4,Hilang
G15067,2022-09-16 17:05:00,2021-03-23 10:33:00,2,175000,837,3,4,4,3.6,Tidur
G15068,2021-03-23 16:09:00,2021-03-23 16:09:00,1,200000,1379,2,1,4,2.15,Tidur
G15070,2024-05-31 08:28:00,2023-04-07 13:41:00,5,1260000,214,5,5,5,5.0,Tidur
G15076,2021-03-25 17:09:00,2021-03-25 17:09:00,1,122000,1377,2,1,4,2.15,Tidur
G15077,2021-11-30 11:47:00,2021-03-26 07:57:00,6,1050000,1127,2,5,5,3.8,Tidur
G15078,2021-03-26 08:25:00,2021-03-26 08:25:00,1,50000,1376,2,1,2,1.65,Hilang
G15079,2021-03-26 08:29:00,2021-03-26 08:29:00,1,200000,1376,2,1,4,2.15,Tidur
G15080,2021-03-26 08:35:00,2021-03-26 08:35:00,1,50000,1376,2,1,2,1.65,Hilang
G15081,2021-03-26 08:55:00,2021-03-26 08:55:00,1,100000,1376,2,1,3,1.9,Tidur
G15082,2021-03-26 10:29:00,2021-03-26 10:29:00,1,250931,1376,2,1,5,2.4,Tidur
G15083,2021-04-02 14:01:00,2021-03-26 10:41:00,2,25000,1369,2,4,2,2.7,Kategori Lain
G15084,2021-07-23 12:40:00,2021-03-26 10:44:00,5,527000,1257,2,5,5,3.8,Tidur
G15086,2022-03-04 10:48:00,2021-03-26 11:14:00,7,650000,1033,3,5,5,4.2,Tidur
G15087,2021-03-26 15:28:00,2021-03-26 15:28:00,1,200000,1376,2,1,4,2.15,Tidur
G15089,2021-03-26 20:07:00,2021-03-26 20:07:00,1,100000,1376,2,1,3,1.9,Tidur
G15092,2021-03-26 23:30:00,2021-03-26 23:30:00,1,150000,1376,2,1,4,2.15,Tidur
G15094,2021-05-28 20:37:00,2021-03-27 09:47:00,2,500000,1313,2,4,5,3.45,Tidur
G15095,2023-08-20 16:13:00,2021-08-10 15:25:00,8,900000,499,4,5,5,4.6,Tidur
G15096,2021-03-27 12:37:00,2021-03-27 12:37:00,1,100000,1375,2,1,3,1.9,Tidur
G15098,2021-03-27 15:02:00,2021-03-27 15:02:00,1,100749,1375,2,1,4,2.15,Tidur
G15101,2021-03-27 18:32:00,2021-03-27 18:32:00,1,100000,1375,2,1,3,1.9,Tidur
G15102,2021-03-27 21:06:00,2021-03-27 21:06:00,1,100000,1375,2,1,3,1.9,Tidur
G15103,2022-12-09 13:41:00,2021-03-27 23:03:00,6,310000,753,3,5,5,4.2,Tidur
G15108,2021-03-28 09:21:00,2021-03-28 09:21:00,1,200000,1374,2,1,4,2.15,Tidur
G15109,2024-12-20 09:07:00,2022-04-15 14:09:00,43,5615000,11,5,5,5,5.0,Mulai Aktif
G15110,2021-03-28 10:13:00,2021-03-28 10:13:00,1,250000,1374,2,1,4,2.15,Tidur
G15113,2021-03-28 11:35:00,2021-03-28 11:35:00,1,100000,1374,2,1,3,1.9,Tidur
G15114,2024-07-26 16:30:00,2024-05-03 11:56:00,3,950000,158,5,5,5,5.0,Tidur
G15115,2022-04-16 03:32:00,2022-04-16 03:32:00,1,150000,990,3,1,4,2.55,Tidur
G15117,2021-03-28 18:22:00,2021-03-28 18:22:00,1,200000,1374,2,1,4,2.15,Tidur
G15120,2021-03-28 21:28:00,2021-03-28 21:28:00,1,200553,1374,2,1,4,2.15,Tidur
G15121,2021-03-29 05:21:00,2021-03-29 05:21:00,1,100089,1373,2,1,4,2.15,Tidur
G15125,2021-03-29 16:34:00,2021-03-29 16:34:00,1,100000,1373,2,1,3,1.9,Tidur
G15126,2021-03-29 16:35:00,2021-03-29 16:35:00,1,100180,1373,2,1,4,2.15,Tidur
G15127,2021-03-29 19:02:00,2021-03-29 19:02:00,1,50000,1373,2,1,2,1.65,Hilang
G15128,2021-05-12 16:49:00,2021-03-29 20:30:00,4,100000,1329,2,5,3,3.3,Tidur
G15129,2024-04-08 17:25:00,2021-03-30 01:00:00,11,2532500,267,5,5,5,5.0,Tidur
G15130,2021-03-30 10:08:00,2021-03-30 10:08:00,1,200000,1372,2,1,4,2.15,Tidur
G15132,2021-03-30 10:44:00,2021-03-30 10:44:00,1,100000,1372,2,1,3,1.9,Tidur
G15135,2021-03-30 10:52:00,2021-03-30 10:52:00,1,100362,1372,2,1,4,2.15,Tidur
G15136,2021-03-30 11:02:00,2021-03-30 11:02:00,1,100000,1372,2,1,3,1.9,Tidur
G15140,2021-03-30 12:48:00,2021-03-30 12:48:00,1,50000,1372,2,1,2,1.65,Hilang
G15141,2021-04-04 09:45:00,2021-04-04 09:45:00,1,100000,1367,2,1,3,1.9,Tidur
G15145,2021-03-30 16:36:00,2021-03-30 16:36:00,1,150000,1372,2,1,4,2.15,Tidur
G15146,2021-03-30 17:05:00,2021-03-30 17:05:00,1,200000,1372,2,1,4,2.15,Tidur
G15147,2021-03-30 18:33:00,2021-03-30 18:33:00,1,100000,1372,2,1,3,1.9,Tidur
G15148,2021-03-30 19:00:00,2021-03-30 19:00:00,1,300000,1372,2,1,5,2.4,Tidur
G15149,2021-03-31 00:07:00,2021-03-31 00:07:00,1,212000,1371,2,1,4,2.15,Tidur
G15150,2021-03-31 05:19:00,2021-03-31 05:03:00,2,200000,1371,2,4,4,3.2,Tidur
G15151,2021-03-31 05:49:00,2021-03-31 05:37:00,2,100000,1371,2,4,3,2.95,Tidur
G15152,2021-03-31 15:25:00,2021-03-31 15:25:00,1,100000,1371,2,1,3,1.9,Tidur
G15153,2021-03-31 16:38:00,2021-03-31 16:38:00,1,200000,1371,2,1,4,2.15,Tidur
G15154,2021-03-31 18:38:00,2021-03-31 18:38:00,1,106250,1371,2,1,4,2.15,Tidur
G15156,2021-03-31 23:26:00,2021-03-31 23:26:00,1,165000,1371,2,1,4,2.15,Tidur
G15157,2021-04-01 05:28:00,2021-04-01 05:28:00,1,10000,1370,2,1,1,1.4,Hilang
G15161,2021-04-01 14:05:00,2021-04-01 14:05:00,1,200851,1370,2,1,4,2.15,Tidur
G15162,2021-04-01 11:52:00,2021-04-01 11:52:00,1,200000,1370,2,1,4,2.15,Tidur
G15163,2022-01-08 22:09:00,2021-04-01 12:37:00,3,455000,1088,2,5,5,3.8,Tidur
G15164,2021-05-09 03:52:00,2021-05-09 03:52:00,1,250796,1332,2,1,5,2.4,Tidur
G15166,2021-04-01 17:46:00,2021-04-01 17:46:00,1,100000,1370,2,1,3,1.9,Tidur
G15167,2021-04-01 17:53:00,2021-04-01 17:53:00,1,100041,1370,2,1,4,2.15,Tidur
G15168,2023-07-18 06:51:00,2021-04-01 19:03:00,24,613000,532,4,5,5,4.6,Tidur
G15169,2021-04-01 19:14:00,2021-04-01 19:14:00,1,200000,1370,2,1,4,2.15,Tidur
G15170,2021-04-01 19:53:00,2021-04-01 19:50:00,2,200000,1370,2,4,4,3.2,Tidur
G15171,2021-04-02 05:15:00,2021-04-02 05:15:00,1,200344,1369,2,1,4,2.15,Tidur
G15173,2022-11-25 09:59:00,2021-04-02 10:10:00,6,950943,767,3,5,5,4.2,Tidur
G15175,2021-04-02 11:14:00,2021-04-02 11:14:00,1,100000,1369,2,1,3,1.9,Tidur
G15176,2021-04-02 11:23:00,2021-04-02 11:23:00,1,20000,1369,2,1,1,1.4,Hilang
G15179,2021-04-02 17:21:00,2021-04-02 17:21:00,1,50000,1369,2,1,2,1.65,Hilang
G15180,2023-10-27 09:41:00,2023-10-27 09:41:00,1,300000,431,4,1,5,3.2,Tidur
G15181,2021-04-02 18:38:00,2021-04-02 18:38:00,1,100000,1369,2,1,3,1.9,Tidur
G15182,2021-04-07 11:16:00,2021-04-02 22:27:00,2,120000,1364,2,4,4,3.2,Tidur
G15183,2022-08-03 17:33:00,2021-04-03 09:43:00,4,600000,881,3,5,5,4.2,Tidur
G15184,2021-04-03 09:53:00,2021-04-03 09:53:00,1,50000,1368,2,1,2,1.65,Hilang
G15186,2021-04-06 05:42:00,2021-04-03 14:56:00,4,110000,1365,2,5,4,3.55,Tidur
G15187,2021-04-03 15:17:00,2021-04-03 15:17:00,1,50000,1368,2,1,2,1.65,Hilang
G15188,2021-04-03 15:38:00,2021-04-03 15:38:00,1,100000,1368,2,1,3,1.9,Tidur
G15190,2023-02-24 08:48:00,2021-04-03 17:16:00,6,887500,676,4,5,5,4.6,Tidur
G15192,2021-04-03 19:36:00,2021-04-03 19:36:00,1,100000,1368,2,1,3,1.9,Tidur
G15193,2021-04-03 21:02:00,2021-04-03 21:02:00,1,25000,1368,2,1,2,1.65,Hilang
G15194,2022-10-18 06:40:00,2021-04-03 21:05:00,7,215000,805,3,5,4,3.95,Tidur
G15197,2021-04-03 23:18:00,2021-04-03 23:18:00,1,20000,1368,2,1,1,1.4,Hilang
G15200,2021-04-04 04:59:00,2021-04-04 01:03:00,2,100000,1367,2,4,3,2.95,Tidur
G15203,2021-04-04 10:01:00,2021-04-04 10:01:00,1,200000,1367,2,1,4,2.15,Tidur
G15205,2021-04-04 14:36:00,2021-04-04 14:36:00,1,100000,1367,2,1,3,1.9,Tidur
G15209,2024-06-01 12:17:00,2021-06-03 10:41:00,7,1600000,213,5,5,5,5.0,Tidur
G15210,2022-11-25 05:36:00,2021-05-26 10:45:00,12,3950000,767,3,5,5,4.2,Tidur
G15211,2021-04-05 16:01:00,2021-04-05 16:01:00,1,200906,1366,2,1,4,2.15,Tidur
G15212,2021-04-05 20:19:00,2021-04-05 20:19:00,1,100000,1366,2,1,3,1.9,Tidur
G15215,2021-04-05 22:15:00,2021-04-05 22:15:00,1,170000,1366,2,1,4,2.15,Tidur
G15217,2024-08-26 08:20:00,2021-04-06 08:21:00,10,495000,127,5,5,5,5.0,Tidur
G15218,2021-07-15 05:51:00,2021-07-15 05:51:00,1,150000,1265,2,1,4,2.15,Tidur
G15220,2022-10-28 12:07:00,2021-04-06 11:34:00,2,150000,795,3,4,4,3.6,Tidur
G15221,2024-10-28 13:46:00,2021-04-06 17:29:00,23,4500000,64,5,5,5,5.0,Kategori Lain
G15223,2021-04-07 13:19:00,2021-04-07 13:19:00,1,100000,1364,2,1,3,1.9,Tidur
G15226,2022-04-29 13:07:00,2022-04-29 13:07:00,1,50000,977,3,1,2,2.05,Hilang
G15227,2021-04-09 05:42:00,2021-04-09 05:42:00,1,100627,1362,2,1,4,2.15,Tidur
G15228,2021-04-09 07:52:00,2021-04-09 07:52:00,1,87000,1362,2,1,3,1.9,Hilang
G15229,2021-04-09 09:08:00,2021-04-09 09:08:00,1,105000,1362,2,1,4,2.15,Tidur
G15234,2021-04-09 16:14:00,2021-04-09 16:14:00,1,100000,1362,2,1,3,1.9,Tidur
G15236,2021-04-09 18:34:00,2021-04-09 18:34:00,1,50000,1362,2,1,2,1.65,Hilang
G15238,2021-04-12 11:49:00,2021-04-12 11:49:00,1,105000,1359,2,1,4,2.15,Tidur
G15239,2021-04-21 05:34:00,2021-04-10 08:34:00,7,500000,1350,2,5,5,3.8,Tidur
G15240,2021-10-26 12:24:00,2021-04-10 08:43:00,4,680009,1162,2,5,5,3.8,Tidur
G15241,2021-04-10 10:23:00,2021-04-10 10:23:00,1,200000,1361,2,1,4,2.15,Tidur
G15242,2021-04-10 14:21:00,2021-04-10 14:21:00,1,100000,1361,2,1,3,1.9,Tidur
G15253,2021-04-12 19:03:00,2021-04-12 19:03:00,1,120000,1359,2,1,4,2.15,Tidur
G15255,2021-04-12 23:57:00,2021-04-12 23:57:00,1,150000,1359,2,1,4,2.15,Tidur
G15257,2024-10-25 09:14:00,2021-04-13 05:31:00,38,1446600,67,5,5,5,5.0,Kategori Lain
G15258,2024-05-04 08:25:00,2021-04-13 09:13:00,23,651322,241,5,5,5,5.0,Tidur
G15260,2021-04-14 12:26:00,2021-04-14 12:26:00,1,100000,1357,2,1,3,1.9,Tidur
G15263,2021-04-16 05:04:00,2021-04-16 05:04:00,1,100000,1355,2,1,3,1.9,Tidur
G15265,2021-08-31 12:48:00,2021-04-16 10:08:00,3,145000,1218,2,5,4,3.55,Tidur
G15269,2021-04-16 13:00:00,2021-04-16 13:00:00,1,100000,1355,2,1,3,1.9,Tidur
G15272,2021-05-09 10:28:00,2021-04-16 20:21:00,2,40000,1332,2,4,2,2.7,Kategori Lain
G15273,2021-04-17 05:47:00,2021-04-17 05:47:00,1,100000,1354,2,1,3,1.9,Tidur
G15274,2021-04-17 10:51:00,2021-04-17 10:51:00,1,400000,1354,2,1,5,2.4,Tidur
G15275,2021-04-17 12:24:00,2021-04-17 12:24:00,1,50000,1354,2,1,2,1.65,Hilang
G15277,2022-04-08 12:45:00,2021-04-17 16:04:00,3,355000,998,3,5,5,4.2,Tidur
G15282,2021-04-18 19:39:00,2021-04-18 19:39:00,1,10000,1353,2,1,1,1.4,Hilang
G15283,2021-11-25 20:01:00,2021-04-18 20:58:00,2,20863,1132,2,4,2,2.7,Kategori Lain
G15284,2021-04-19 11:19:00,2021-04-19 11:19:00,1,50000,1352,2,1,2,1.65,Hilang
G15285,2021-04-19 11:42:00,2021-04-19 11:42:00,1,270000,1352,2,1,5,2.4,Tidur
G15287,2021-04-19 13:23:00,2021-04-19 13:23:00,1,200000,1352,2,1,4,2.15,Tidur
G15288,2021-04-19 17:07:00,2021-04-19 17:07:00,1,300000,1352,2,1,5,2.4,Tidur
G15291,2021-04-19 23:46:00,2021-04-19 23:46:00,1,400588,1352,2,1,5,2.4,Tidur
G15292,2022-04-22 10:20:00,2021-04-20 08:59:00,2,120000,984,3,4,4,3.6,Tidur
G15295,2021-04-20 13:27:00,2021-04-20 13:27:00,1,100000,1351,2,1,3,1.9,Tidur
G15297,2021-04-21 10:30:00,2021-04-21 10:30:00,1,100000,1350,2,1,3,1.9,Tidur
G15298,2021-04-21 04:32:00,2021-04-21 04:32:00,1,10000,1350,2,1,1,1.4,Hilang
G15299,2021-05-14 05:20:00,2021-04-21 05:10:00,2,40000,1327,2,4,2,2.7,Kategori Lain
G15300,2022-07-20 20:20:00,2022-07-20 20:20:00,1,400000,895,3,1,5,2.8,Tidur
G15303,2021-04-21 11:26:00,2021-04-21 11:26:00,1,300000,1350,2,1,5,2.4,Tidur
G15304,2021-04-21 15:50:00,2021-04-21 15:50:00,1,100000,1350,2,1,3,1.9,Tidur
G15305,2021-04-22 05:37:00,2021-04-22 05:37:00,1,100000,1349,2,1,3,1.9,Tidur
G15306,2021-04-22 08:38:00,2021-04-22 08:04:00,2,200000,1349,2,4,4,3.2,Tidur
G15308,2022-07-01 13:11:00,2021-04-22 14:11:00,2,425000,914,3,4,5,3.85,Tidur
G15309,2021-05-04 21:54:00,2021-04-22 14:46:00,2,300000,1337,2,4,5,3.45,Tidur
G15310,2021-04-22 15:23:00,2021-04-22 15:23:00,1,10000,1349,2,1,1,1.4,Hilang
G15311,2021-04-22 15:40:00,2021-04-22 15:40:00,1,50000,1349,2,1,2,1.65,Hilang
G15312,2021-07-23 04:47:00,2021-04-23 03:58:00,6,600050,1257,2,5,5,3.8,Tidur
G15313,2024-05-03 10:06:00,2021-04-23 07:14:00,20,1499000,242,5,5,5,5.0,Tidur
G15314,2021-11-05 13:41:00,2021-04-23 14:35:00,180,17277161,1152,2,5,5,3.8,Tidur
G15316,2021-04-23 14:38:00,2021-04-23 14:38:00,1,200000,1348,2,1,4,2.15,Tidur
G15319,2021-04-26 15:16:00,2021-04-26 15:16:00,1,20000,1345,2,1,1,1.4,Hilang
G15320,2021-04-26 17:22:00,2021-04-26 17:22:00,1,200000,1345,2,1,4,2.15,Tidur
G15321,2024-11-29 14:28:00,2021-04-26 19:22:00,11,650000,32,5,5,5,5.0,Mulai Aktif
G15322,2022-12-14 22:08:00,2021-04-26 21:19:00,3,135000,748,3,5,4,3.95,Tidur
G15323,2021-04-27 04:50:00,2021-04-27 04:50:00,1,60000,1344,2,1,3,1.9,Hilang
G15324,2021-09-19 15:07:00,2021-04-27 09:10:00,3,300000,1199,2,5,5,3.8,Tidur
G15327,2021-07-02 18:17:00,2021-04-27 16:36:00,4,870000,1278,2,5,5,3.8,Tidur
G15328,2021-04-27 20:43:00,2021-04-27 20:43:00,1,150000,1344,2,1,4,2.15,Tidur
G15329,2021-04-27 22:03:00,2021-04-27 22:03:00,1,20000,1344,2,1,1,1.4,Hilang
G15330,2021-04-28 04:57:00,2021-04-28 04:57:00,1,20132,1343,2,1,2,1.65,Hilang
